City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
Bangalore,24-11-2022,238.3,422.4,114.4,1.33,13.5,42.3,465.7,Moderate
Bangalore,25-11-2022,307.6,239.1,11.3,4.57,13.7,114,362.9,Moderate
Bangalore,26-11-2022,118.7,265.2,11.6,2.05,83.4,175.9,0.5,Satisfactory
Bangalore,27-11-2022,432.8,77.7,106.5,3.89,46.7,106.7,343.7,Severe
Bangalore,28-11-2022,344.4,548,13.5,0.35,54.1,78.6,146,Very Poor
Bangalore,29-11-2022,1.4,510.5,2.4,8.25,29.3,198.8,44,Very Poor
Bangalore,30-11-2022,144.7,590.2,118.3,0.95,13.9,38.3,138.9,Severe
Bangalore,01-12-2022,60.5,555,4.5,2.44,10.8,167.9,49.7,Moderate
Bangalore,02-12-2022,127.7,466.2,66.2,4.21,15.2,139,309.5,Poor
Bangalore,03-12-2022,444.2,411.7,56.4,7.3,64.2,193.5,67,Severe
Bangalore,04-12-2022,178.6,463.1,89.9,4.9,74.9,112,12.5,Satisfactory
Bangalore,05-12-2022,73.4,519.1,146.4,9.72,81.6,161.7,459.8,Severe
Bangalore,06-12-2022,323.4,478.1,113.5,1.85,45.8,152.3,26,Severe
Bangalore,07-12-2022,401.8,11.6,97.8,8.69,21.3,133.8,183.3,Satisfactory
Bangalore,08-12-2022,244.4,393.1,8.2,3.15,51.5,164.7,105.9,Poor
Bangalore,09-12-2022,224.2,278.5,59.3,4.58,38.2,136.2,276.1,Good
Bangalore,10-12-2022,433.3,466,5.9,2.84,66.6,6.4,353.3,Very Poor
Bangalore,11-12-2022,196.2,182.2,44.6,1.14,98.6,45.3,128.3,Moderate
Bangalore,12-12-2022,3.8,180.4,134.7,5.62,5.7,47.6,488.4,Satisfactory
Bangalore,13-12-2022,238.9,372.8,68.6,5.5,36.3,98.7,489.6,Severe
Bangalore,14-12-2022,217.3,582.4,118.8,7.6,66.6,133.6,133.2,Very Poor
Bangalore,15-12-2022,443.8,145.4,46.1,1.73,61,2.3,93.8,Moderate
Bangalore,16-12-2022,28.7,493,51.3,8.7,72,35,482.2,Poor
Bangalore,17-12-2022,149.4,211.7,59.2,7.93,54.5,135.8,17,Satisfactory
Bangalore,18-12-2022,387,33.8,3.6,5,43.3,160.3,82.5,Moderate
Bangalore,19-12-2022,178.9,409.5,144.6,9.79,32.4,150.7,197.8,Good
Bangalore,20-12-2022,408.5,226.8,101.3,9.73,87.4,198.2,59.5,Good
Bangalore,21-12-2022,418.4,4.1,122.4,5.51,53.7,71.6,343.9,Very Poor
Bangalore,22-12-2022,401.5,205.9,107.9,2.82,72,156.9,207.9,Severe
Bangalore,23-12-2022,402.7,260.2,73.4,4.76,15.9,87.2,326.4,Good
Bangalore,24-12-2022,78.3,535.5,24.4,3.23,74.2,28.2,334.8,Good
Bangalore,25-12-2022,61.6,466.7,130.5,6.65,76.1,140.2,124.6,Very Poor
Bangalore,26-12-2022,292.6,296.2,97.5,8.29,16.1,85.4,405.9,Very Poor
Bangalore,27-12-2022,62.5,101.1,52.7,8.94,31.3,174.9,202.6,Moderate
Bangalore,28-12-2022,460,34.4,142.9,8.62,92.3,87.8,169.9,Satisfactory
Bangalore,29-12-2022,258.6,525.9,86.7,8.3,3.7,119.5,82,Very Poor
Bangalore,30-12-2022,74.7,334,102.7,3.83,79.2,131.7,483.5,Satisfactory
Bangalore,31-12-2022,47.9,512.5,26.4,6.97,88.7,27.4,494.9,Poor
Bangalore,01-01-2023,437.7,202.2,91.3,9.62,36.8,78.6,241.2,Poor
Bangalore,02-01-2023,196.4,435.5,83.6,7.07,44.7,119.4,58.8,Satisfactory
Bangalore,03-01-2023,387.4,539.2,79,5.45,93.7,149.6,491.1,Poor
Bangalore,04-01-2023,434,57,6.5,9.23,67.2,183.2,162.6,Very Poor
Bangalore,05-01-2023,103.2,361.9,33.7,8.68,82.4,159.4,182.2,Good
Bangalore,06-01-2023,214.7,270.8,118.9,8.11,18.9,170.1,209.8,Good
Bangalore,07-01-2023,243.3,118.4,10.4,7.44,21.8,177.5,294,Good
Bangalore,08-01-2023,122.2,395.6,56.5,4.27,15.7,102,66.4,Poor
Bangalore,09-01-2023,218.9,370.5,134.5,5.83,19.3,106.6,49.5,Moderate
Bangalore,10-01-2023,140.2,439.8,57.2,9.39,12.6,195.8,457.8,Very Poor
Bangalore,11-01-2023,90.2,341.7,90.1,8.41,52.6,70.6,305.4,Good
Bangalore,12-01-2023,289.9,215.4,125.5,9.94,69.7,197.8,499.8,Severe
Bangalore,13-01-2023,396.4,191.6,135.9,6.02,62.1,28.7,174,Very Poor
Bangalore,14-01-2023,178.9,59.5,103.1,5.56,86.5,85.4,488.5,Very Poor
Bangalore,15-01-2023,11.2,287.1,44.6,9.61,25.1,102.6,332.6,Satisfactory
Bangalore,16-01-2023,469.3,266.6,6.9,2.4,19.9,56.6,335.7,Satisfactory
Bangalore,17-01-2023,298.4,44.9,129.9,5.26,38.6,138.2,109.8,Poor
Bangalore,18-01-2023,414.1,424.6,92.8,6.76,53.8,27,259,Poor
Bangalore,19-01-2023,307.9,243,110.9,6.27,47.2,170.2,86.3,Severe
Bangalore,20-01-2023,230,202.2,1.1,3.65,50.3,158.1,450.1,Moderate
Bangalore,21-01-2023,226.2,299.8,10.7,0.95,55,134.3,154.2,Moderate
Bangalore,22-01-2023,354.8,53.2,42.4,8.65,61.3,145.6,252.7,Good
Bangalore,23-01-2023,460,339.8,1.2,6.09,85.3,140.2,455.3,Poor
Bangalore,24-01-2023,305.3,246,39.8,4.59,3.5,61.9,162.8,Very Poor
Bangalore,25-01-2023,482.2,568.6,85.9,8.42,42.1,95.4,232.2,Very Poor
Bangalore,26-01-2023,321.4,509.8,144.8,2.59,93.3,29.4,206,Very Poor
Bangalore,27-01-2023,433.2,425.5,79,1.94,4,131.9,288,Poor
Bangalore,28-01-2023,43,24.7,57.2,6.9,70.5,183,279.5,Severe
Bangalore,29-01-2023,278.6,566.1,78.3,5.64,54.3,46.8,426.5,Very Poor
Bangalore,30-01-2023,498.4,336.5,98,8.47,73.9,39.4,206.7,Very Poor
Bangalore,31-01-2023,226.8,327.8,98.6,9.34,92.3,36.1,66.3,Severe
Bangalore,01-02-2023,468.6,371.4,144.7,1.75,44.7,96.9,451.2,Poor
Bangalore,02-02-2023,267.2,304.2,52.5,8.5,58.4,18.8,444.9,Moderate
Bangalore,03-02-2023,9.8,274.6,84.3,1.3,65.8,178,409.4,Moderate
Bangalore,04-02-2023,441.4,454.2,64.2,6.82,74.2,166.1,65,Very Poor
Bangalore,05-02-2023,458.9,327.2,32.7,9.28,95.4,125.1,407.9,Poor
Bangalore,06-02-2023,131.9,157.2,143.8,5.29,94.2,48.5,240.8,Severe
Bangalore,07-02-2023,298.4,577.3,68.7,1.77,65.5,128.3,280.1,Moderate
Bangalore,08-02-2023,318.2,392.2,138,3.95,30.4,58.9,156.3,Good
Bangalore,09-02-2023,316.6,289.5,51.5,5.51,8.9,200,374.9,Poor
Bangalore,10-02-2023,11.7,307.3,116.9,4.83,48.1,127.2,213,Very Poor
Bangalore,11-02-2023,8.9,364.7,129.1,0.23,55.8,123,438.3,Very Poor
Bangalore,12-02-2023,350.8,58.4,64.8,0.11,63.4,109.1,100.2,Poor
Bangalore,13-02-2023,285.1,554.7,90.4,0.35,74.3,126.3,192.2,Moderate
Bangalore,14-02-2023,463.1,399.7,3.6,1.51,98.2,113.2,355.5,Good
Bangalore,15-02-2023,112.8,104.8,109.1,2.94,9.6,64.9,195.5,Poor
Bangalore,16-02-2023,430.1,36.1,45.5,3.72,55.9,23.9,369.1,Severe
Bangalore,17-02-2023,104.5,486.6,47.7,0.89,59.9,198.3,248.9,Severe
Bangalore,18-02-2023,342.3,6.3,31.4,0.52,80.9,126,121,Severe
Bangalore,19-02-2023,494.7,165.8,94.5,8.97,56.2,99.9,354.7,Very Poor
Bangalore,20-02-2023,384.1,478.6,50.6,5.98,50.5,65.8,147,Satisfactory
Bangalore,21-02-2023,480.5,326.7,26.5,4.27,35.7,188.9,349.2,Moderate
Bangalore,22-02-2023,326.5,411.7,58.5,0.23,23.9,9.5,386.9,Satisfactory
Bangalore,23-02-2023,332.3,196.2,140.6,0.3,40.3,162,131.8,Good
Bangalore,24-02-2023,118,46.4,128.6,8.89,50.9,53.9,138.3,Poor
Bangalore,25-02-2023,261.9,396.6,44.6,3.96,81.1,15.1,186.3,Satisfactory
Bangalore,26-02-2023,480.7,324.2,59.9,7.84,44.8,42.5,325.3,Moderate
Bangalore,27-02-2023,102.8,406.1,139.3,8.79,88.4,50.6,471.5,Moderate
Bangalore,28-02-2023,271.9,329.3,30.9,7.1,14.4,24,176.6,Good
Bangalore,01-03-2023,119.1,421.5,135.6,3.05,74,145.8,200.6,Moderate
Bangalore,02-03-2023,493.8,31.5,43.6,4.7,41.1,121.6,246.2,Good
Bangalore,03-03-2023,73.1,251.5,26.4,5.1,52.3,82.1,466.9,Poor
Bangalore,04-03-2023,60.2,147,103.2,4.52,21.5,72.3,261,Very Poor
Bangalore,05-03-2023,198.1,594.7,130.5,4.02,15.5,150.2,142.4,Satisfactory
Bangalore,06-03-2023,325.1,249.8,88.9,1.68,7,110,160.1,Poor
Bangalore,07-03-2023,491.5,528.6,16.7,6.26,9.3,34.9,61,Satisfactory
Bangalore,08-03-2023,291.8,402.1,28.9,5.75,54.5,130.8,156.2,Very Poor
Bangalore,09-03-2023,13.2,433.8,47.8,2.29,99.9,94.8,72.3,Satisfactory
Bangalore,10-03-2023,306.5,374.8,78.6,2.9,56.8,126.9,461.9,Poor
Bangalore,11-03-2023,366.2,502,73.8,6.47,91.2,37,122.2,Moderate
Bangalore,12-03-2023,223.5,582.3,98.1,6.4,13.2,131.3,149.2,Severe
Bangalore,13-03-2023,464.2,10.4,137.1,0.12,13.1,72.5,102.4,Satisfactory
Bangalore,14-03-2023,397.3,465.1,143.7,1.48,83.7,41.1,208.2,Moderate
Bangalore,15-03-2023,328.9,137,92.8,7.2,44.1,61.9,296.7,Satisfactory
Bangalore,16-03-2023,87.4,428.7,40.9,0.84,5.4,61.4,462.9,Satisfactory
Bangalore,17-03-2023,499.6,50.4,100.3,9.53,54.6,199.8,464.9,Very Poor
Bangalore,18-03-2023,454,63,94.4,6.02,80.3,28.7,176.6,Satisfactory
Bangalore,19-03-2023,186.5,351.3,92.7,1.66,45.5,130.9,19,Very Poor
Bangalore,20-03-2023,71,162,28.5,7.93,63.8,139.1,370.7,Moderate
Bangalore,21-03-2023,320.3,338.2,104.8,6.75,42.7,91.6,137.5,Good
Bangalore,22-03-2023,95.8,214.1,133.8,4.1,32.3,182.3,342.5,Very Poor
Bangalore,23-03-2023,387.4,398,48.6,2.12,50.4,64.5,485.5,Poor
Bangalore,24-03-2023,439.4,156.4,23.7,9.94,33.4,107.7,168.2,Moderate
Bangalore,25-03-2023,58,279.7,67.2,0.82,26.5,88.4,367.1,Satisfactory
Bangalore,26-03-2023,443.2,37.8,25.6,7.6,34.5,74.9,195.9,Satisfactory
Bangalore,27-03-2023,482.6,218.4,42.8,7.62,80.8,74.1,119.2,Very Poor
Bangalore,28-03-2023,440.2,574.6,72.6,6.06,87.3,91,227.7,Good
Bangalore,29-03-2023,234.4,553.9,83.9,8.67,14.3,19,106.4,Severe
Bangalore,30-03-2023,254.9,301.7,44.2,3.21,39.7,174.1,19.7,Satisfactory
Bangalore,31-03-2023,88.8,119.4,75.2,7.85,12.9,88.6,485,Poor
Bangalore,01-04-2023,316.8,529.3,107.7,2.57,90.6,127.7,371.1,Poor
Bangalore,02-04-2023,434.4,565.1,68.7,1.85,97.3,102.4,64.5,Moderate
Bangalore,03-04-2023,281.8,400,94.9,8.74,6.8,93.5,109.6,Good
Bangalore,04-04-2023,68.4,96.7,149.8,2.73,70,147.2,303.4,Satisfactory
Bangalore,05-04-2023,178.4,366.3,68.6,5.23,99.1,47.9,305.8,Moderate
Bangalore,06-04-2023,273.5,526.6,27.2,7.57,60.6,192.2,462,Satisfactory
Bangalore,07-04-2023,239,363.6,17.3,8.37,59.7,178.2,94.3,Good
Bangalore,08-04-2023,346.5,20.8,105.6,7.25,92.9,103.5,325.5,Good
Bangalore,09-04-2023,286.9,393.9,138.6,3.35,15.8,192.1,68,Poor
Bangalore,10-04-2023,241.7,280.9,84.3,9.41,82.4,65.7,133.1,Severe
Bangalore,11-04-2023,132.5,388.7,136.8,9.14,32.2,198.6,189.8,Poor
Bangalore,12-04-2023,107.3,254.6,99.4,9.43,96.4,49.2,493.8,Very Poor
Bangalore,13-04-2023,303.2,10.7,89.8,6.73,77.3,142,159,Moderate
Bangalore,14-04-2023,167.1,31.7,136.1,5.67,80.2,125.7,385.1,Very Poor
Bangalore,15-04-2023,161,554.7,138.1,2.17,88.8,102.5,343.8,Moderate
Bangalore,16-04-2023,172,566.2,120,8.81,62.1,118.4,356,Good
Bangalore,17-04-2023,360.7,40,25,6.05,17.2,102.3,202,Moderate
Bangalore,18-04-2023,407.6,203.4,66.7,7.25,19.2,183.2,74,Moderate
Bangalore,19-04-2023,160,299.1,41.4,5.81,75.9,114.7,249.5,Moderate
Bangalore,20-04-2023,152.6,95.8,114.2,9.07,36.4,186.9,158.9,Severe
Bangalore,21-04-2023,458.1,370.1,37,1.13,23.3,164.7,89,Very Poor
Bangalore,22-04-2023,249,533.3,108.4,2.86,38.7,101.3,157.3,Satisfactory
Bangalore,23-04-2023,313.7,394.1,107,1.5,71.4,184.4,81.4,Good
Bangalore,24-04-2023,144.3,403.8,62.2,3.61,69.7,44.7,325.2,Moderate
Bangalore,25-04-2023,106.9,533.2,96.3,1.76,62.3,43.2,0.1,Poor
Bangalore,26-04-2023,220,520.7,25.2,0.95,79.5,89.2,107.3,Severe
Bangalore,27-04-2023,33.2,412.9,78.3,7.04,12.8,164,399.3,Satisfactory
Bangalore,28-04-2023,236.6,86.7,83.3,6.19,50.2,68.5,410,Good
Bangalore,29-04-2023,34.8,320,46.9,2.45,23.5,166.4,73.9,Very Poor
Bangalore,30-04-2023,331,138.3,131.5,4.16,27,186.9,402.9,Moderate
Bangalore,01-05-2023,234.5,105,33,8.36,69.4,39.6,199.7,Very Poor
Bangalore,02-05-2023,40.7,306.6,5.2,1.93,43.5,114,337.9,Good
Bangalore,03-05-2023,89.8,597.9,23,8.1,4.6,113.6,258.7,Poor
Bangalore,04-05-2023,369.7,207.5,131.8,9.26,2.4,62.9,86.4,Moderate
Bangalore,05-05-2023,338.3,41.1,30.8,9.47,2.6,57.3,176.3,Satisfactory
Bangalore,06-05-2023,460.3,513,36.8,8.37,28.7,129.9,455.9,Moderate
Bangalore,07-05-2023,429.1,373.9,59.1,9.35,59.1,3.3,297.9,Satisfactory
Bangalore,08-05-2023,279.3,486.1,139.5,7.26,50.3,141.3,146.9,Satisfactory
Bangalore,09-05-2023,62.6,71.5,135.6,1.38,80.3,199.2,17.1,Severe
Bangalore,10-05-2023,44.1,98.4,18.6,1.79,83.3,103.2,360.7,Satisfactory
Bangalore,11-05-2023,311.7,190.4,18.3,3.28,49.9,17.4,23.8,Satisfactory
Bangalore,12-05-2023,101.6,280.1,95.8,4.48,43.9,18.9,308.8,Poor
Bangalore,13-05-2023,388.2,117.9,127,3.7,81.4,95.5,188.8,Poor
Bangalore,14-05-2023,140.7,93.2,21.3,4.44,41.6,139.4,283.6,Moderate
Bangalore,15-05-2023,5,182.1,79.1,5.74,43.7,198.5,292.1,Moderate
Bangalore,16-05-2023,278,286.9,85.6,2.64,92.8,76.5,193.7,Moderate
Bangalore,17-05-2023,365.1,197.1,146.9,3.92,44.1,75.3,204,Satisfactory
Bangalore,18-05-2023,188.6,231.3,41,0.75,63.8,173.4,422.6,Very Poor
Bangalore,19-05-2023,206.2,229.7,66.7,7.28,46.6,40.3,20.5,Severe
Bangalore,20-05-2023,16.8,318.4,73.8,4.13,99.3,141.8,192.4,Moderate
Bangalore,21-05-2023,494.1,556.8,112.5,3.83,70.6,135.9,0.9,Good
Bangalore,22-05-2023,391.2,508.7,61.3,6.69,82.3,134.5,126.6,Poor
Bangalore,23-05-2023,343,153,45.6,5.67,14.5,95.9,250.2,Good
Bangalore,24-05-2023,326.7,47.1,107,3.99,32.3,70.8,34.6,Satisfactory
Bangalore,25-05-2023,219.8,557.5,117.9,9.52,44.5,147.2,461.7,Satisfactory
Bangalore,26-05-2023,202.2,583.8,131.8,3.3,75.1,81.8,324.3,Poor
Bangalore,27-05-2023,69.5,304.4,83.7,6.96,9.1,53.3,71.2,Good
Bangalore,28-05-2023,323.2,379,58.8,4.03,41.1,102.2,381.5,Very Poor
Bangalore,29-05-2023,78.6,504.3,144.4,5.69,25.7,159.7,392.7,Moderate
Bangalore,30-05-2023,391.9,451.2,9.9,8.41,82.4,125.7,427.6,Very Poor
Bangalore,31-05-2023,28.8,318.8,106.3,0.88,47.4,165.4,94,Very Poor
Bangalore,01-06-2023,214.4,498.5,116.8,6.94,98.5,181.4,408.1,Severe
Bangalore,02-06-2023,272.3,127.7,149.8,0.4,39.8,163.8,227.2,Good
Bangalore,03-06-2023,350.3,429.6,93.3,2.5,11,96,325.5,Satisfactory
Bangalore,04-06-2023,472.3,48.6,29,0.35,24,74.8,177.7,Satisfactory
Bangalore,05-06-2023,19.7,342.4,101.6,6.88,79.1,100.3,476.9,Satisfactory
Bangalore,06-06-2023,479.3,241.1,100.4,1.83,60.8,149,191.8,Satisfactory
Bangalore,07-06-2023,61.8,19.4,22.4,8.83,49.3,124.4,117.3,Satisfactory
Bangalore,08-06-2023,113.9,530.7,50.3,1.05,95.3,9.2,489.8,Good
Bangalore,09-06-2023,165,431.6,101.9,4.92,70.2,115.2,52.1,Moderate
Bangalore,10-06-2023,259.5,18.3,62.1,2.79,96.9,86.8,475.7,Severe
Bangalore,11-06-2023,434.1,206.2,144.9,7.45,79.5,8,116.6,Moderate
Bangalore,12-06-2023,465.6,555.6,111.2,1.72,65.1,193,428.8,Good
Bangalore,13-06-2023,469.9,507.7,85,4.37,43.3,95.6,204.4,Moderate
Bangalore,14-06-2023,67.1,307.9,108.7,2.5,22.8,63.2,333.7,Poor
Bangalore,15-06-2023,286.7,564.3,80.6,7.27,37.6,13.6,42.6,Satisfactory
Bangalore,16-06-2023,379,151.4,107.4,5.19,9.2,84.7,429.2,Poor
Bangalore,17-06-2023,170.5,398.3,74.4,9.87,11.7,184.4,352.4,Severe
Bangalore,18-06-2023,322.3,534.9,66.1,0.24,74,38.7,137.4,Satisfactory
Bangalore,19-06-2023,363.6,212.6,26.2,7.23,3.1,142.1,318.2,Moderate
Bangalore,20-06-2023,156.5,124.3,79.6,8.37,51.2,160.1,381.3,Good
Bangalore,21-06-2023,53.4,78.5,142.5,7.37,74.9,42.5,85.5,Satisfactory
Bangalore,22-06-2023,206.9,150.3,57.3,6.19,27.4,194.1,330,Poor
Bangalore,23-06-2023,200.8,561,127.4,3.58,91.9,166.9,234.6,Poor
Bangalore,24-06-2023,444.2,401.8,86.6,6.06,52.5,12.4,11.8,Very Poor
Bangalore,25-06-2023,203.3,7,37.3,4.45,88.3,51.7,214.5,Moderate
Bangalore,26-06-2023,379.4,135.7,40.2,7.78,59.2,79.2,421.2,Very Poor
Bangalore,27-06-2023,46.8,73.9,129.2,4.73,50.4,8.1,213.5,Poor
Bangalore,28-06-2023,309.1,1.7,45.5,3.65,60.9,182.5,90,Good
Bangalore,29-06-2023,348.1,521.3,39.7,3.96,49.2,138.2,435.2,Severe
Bangalore,30-06-2023,442.9,243.6,127,1.59,86.4,189.8,97.2,Good
Bangalore,01-07-2023,135.2,527.5,19.5,7.94,12.2,177.1,133.1,Severe
Bangalore,02-07-2023,399.5,382.8,138.7,2.73,25.2,129.4,83.3,Very Poor
Bangalore,03-07-2023,28.3,4.8,54.3,9.05,24,143.7,222.1,Severe
Bangalore,04-07-2023,22.3,411.7,57,0.97,28,179.2,142.6,Satisfactory
Bangalore,05-07-2023,427.8,417,85,8.58,26.7,41.2,301,Severe
Bangalore,06-07-2023,328.8,304.6,34.6,5.49,13.2,17.1,269.4,Very Poor
Bangalore,07-07-2023,412,243.1,117.1,9.44,20.5,43,79.7,Poor
Bangalore,08-07-2023,225.3,293.6,46.4,2.87,33.4,10.2,388.4,Good
Bangalore,09-07-2023,39.5,184.5,121.9,9.53,46.2,36.1,137.3,Satisfactory
Bangalore,10-07-2023,187.3,412,25.3,1.04,20.6,107.8,195.6,Good
Bangalore,11-07-2023,310.4,464.2,149.9,4.69,1.3,178.6,194.6,Good
Bangalore,12-07-2023,215.2,206.4,124.9,2.8,42.5,156.7,434.6,Poor
Bangalore,13-07-2023,446.9,12.5,137.8,0.03,2.5,178.3,188.3,Good
Bangalore,14-07-2023,415.5,113.1,84.8,1.24,62.4,134.1,107.1,Good
Bangalore,15-07-2023,432.7,179.9,75,3.92,33.7,129.4,291.5,Satisfactory
Bangalore,16-07-2023,330.5,255.9,122.1,5.1,74.2,100.4,125,Severe
Bangalore,17-07-2023,163.5,257.9,0.8,0.67,22.7,49,312.8,Very Poor
Bangalore,18-07-2023,255.1,275,26.5,1.39,57.6,121.7,65.5,Good
Bangalore,19-07-2023,367.8,1.1,147.6,0.29,59.8,122.4,88.3,Poor
Bangalore,20-07-2023,307.8,504,62.7,3.43,43.4,111.9,353.3,Poor
Bangalore,21-07-2023,134.1,435.3,119.3,4.31,29.5,12.4,155.2,Good
Bangalore,22-07-2023,14.3,125.3,70.2,0.99,46.9,40,200.3,Very Poor
Bangalore,23-07-2023,358,557.8,81.4,2.39,41.8,22.8,371.9,Poor
Bangalore,24-07-2023,156.7,430.4,105.3,4.57,68,60.2,251.8,Moderate
Bangalore,25-07-2023,94.6,63.9,71.7,5.71,10.8,74.7,471.4,Good
Bangalore,26-07-2023,139.3,422.7,33.5,6.32,54.6,117.8,75.9,Satisfactory
Bangalore,27-07-2023,13.5,119.1,118.9,3.48,92.4,196.2,145.5,Good
Bangalore,28-07-2023,337.1,105.4,123.7,4.52,47.7,137.7,36.4,Good
Bangalore,29-07-2023,269.5,329,5.8,1.85,74.8,43.4,454.5,Poor
Bangalore,30-07-2023,109.1,545.6,82.1,6.41,41.5,22.1,278.5,Good
Bangalore,31-07-2023,222.3,457.2,1,0.86,90.2,9.9,400.5,Very Poor
Bangalore,01-08-2023,429.1,291.1,132,7.54,8,19.4,395.1,Poor
Bangalore,02-08-2023,443.7,387.5,27.2,0.41,51.2,28.5,316.9,Poor
Bangalore,03-08-2023,463,245.2,9.7,4.17,34.8,7.8,461,Good
Bangalore,04-08-2023,51.1,39.2,134.5,7.95,96.7,118.9,197.8,Moderate
Bangalore,05-08-2023,377.9,406.6,84.4,6.95,46.2,84.5,349.6,Severe
Bangalore,06-08-2023,140.7,62.7,67.8,0.82,60.7,33.4,265.2,Very Poor
Bangalore,07-08-2023,450.8,127.8,60.3,3.64,17.4,78.6,313,Poor
Bangalore,08-08-2023,335.2,447.6,131.9,6.54,59.4,175.2,10.7,Poor
Bangalore,09-08-2023,453,320,21.5,8.86,59.9,50.2,293.1,Satisfactory
Bangalore,10-08-2023,51.1,421.4,108.7,4.32,16.9,0.8,295.3,Moderate
Bangalore,11-08-2023,268.2,206.4,25.7,5.02,28.1,53.8,121.8,Severe
Bangalore,12-08-2023,160.9,118.8,46.4,0.3,68.4,133.2,478.2,Severe
Bangalore,13-08-2023,496.5,468.5,88.1,2.65,21.4,182.8,433.7,Satisfactory
Bangalore,14-08-2023,217.9,415.2,108.7,3.77,19.3,139.1,394.1,Satisfactory
Bangalore,15-08-2023,63.3,399,92,9.22,37.8,159.9,33.7,Good
Bangalore,16-08-2023,198,147.8,48,0.31,80.4,179.2,36.4,Good
Bangalore,17-08-2023,20.2,514.5,26.3,9.17,40.3,73.8,71.1,Severe
Bangalore,18-08-2023,102.2,420.5,101.3,8.74,79.6,99.6,302.1,Satisfactory
Bangalore,19-08-2023,169.9,8.4,20.8,3.39,74.3,112.1,415.9,Good
Bangalore,20-08-2023,424.9,10.1,1.4,2.89,59.8,192,59.2,Severe
Bangalore,21-08-2023,444.7,25.3,46.7,2.66,6.9,123.2,139.7,Good
Bangalore,22-08-2023,210.7,329.5,43,2.23,5.9,157.6,174.7,Good
Bangalore,23-08-2023,76.5,382.2,37.2,2.6,81.9,81.8,286,Moderate
Bangalore,24-08-2023,446.4,574.8,10,3.79,56.6,98.7,290.1,Severe
Bangalore,25-08-2023,82.5,104.5,13.9,4.62,5.4,106.6,211.9,Good
Bangalore,26-08-2023,68.8,593.9,71.7,7.85,73.5,138.5,7.1,Very Poor
Bangalore,27-08-2023,198.3,209.2,39.3,7.76,7.6,22.1,320.1,Severe
Bangalore,28-08-2023,159.6,162.5,65.9,9.77,73,105.2,73.4,Good
Bangalore,29-08-2023,94.1,381.9,91.4,4.74,20.9,72.9,443.6,Severe
Bangalore,30-08-2023,381.2,166.7,83,3.71,3.6,20.8,423.9,Very Poor
Bangalore,31-08-2023,112.7,111.6,129.7,2.16,93.6,184.8,264.3,Good
Bangalore,01-09-2023,448.6,41,134.7,4.54,70.1,187.3,378.6,Poor
Bangalore,02-09-2023,88.9,325.7,36,0.97,44.7,110.5,400.2,Satisfactory
Bangalore,03-09-2023,53.3,450.9,127.4,7.72,21.5,146.4,392.7,Good
Bangalore,04-09-2023,129.3,51,96.3,3.06,26.9,51.6,480.1,Good
Bangalore,05-09-2023,34.3,399.7,51,0.66,46,77.9,17.7,Very Poor
Bangalore,06-09-2023,343.7,21.2,96.8,7.29,75.1,24.2,373.9,Satisfactory
Bangalore,07-09-2023,131.7,139.5,143.9,3.22,87.9,86.2,77.1,Good
Bangalore,08-09-2023,183.7,317.7,100.2,9.37,55,134.1,298.4,Poor
Bangalore,09-09-2023,200.5,150.1,83.4,2.65,73.9,27.7,97.2,Moderate
Bangalore,10-09-2023,402.8,564.8,84.9,8.64,46.1,188.8,209.4,Good
Bangalore,11-09-2023,172.5,89,101.9,5.92,81.9,19.8,278.1,Moderate
Bangalore,12-09-2023,115.2,469.8,78.7,1.48,87.8,27.5,232.2,Poor
Bangalore,13-09-2023,254.7,418.4,57.2,1.38,77.1,100.1,2.8,Very Poor
Bangalore,14-09-2023,205,562.4,89.7,6.31,96.5,185.7,435.1,Very Poor
Bangalore,15-09-2023,56,313.1,70.1,8.7,65.6,178.9,284.8,Satisfactory
Bangalore,16-09-2023,48.6,27.1,0.2,1.27,98.8,125.7,65.9,Satisfactory
Bangalore,17-09-2023,42.4,242.8,2.9,5.47,63.3,114.5,379.2,Severe
Bangalore,18-09-2023,60.1,546.3,79.3,9.98,61.2,4.5,348.2,Poor
Bangalore,19-09-2023,60.6,266,92.2,3.78,23.1,20.3,257.1,Satisfactory
Bangalore,20-09-2023,21.7,345.2,56.1,2.12,51.8,49.6,205.1,Satisfactory
Bangalore,21-09-2023,482.2,89.7,144.9,8.15,46.6,152.6,398.8,Poor
Bangalore,22-09-2023,185.2,252.4,129.5,1.11,74,103.7,243.7,Good
Bangalore,23-09-2023,92.5,81.2,102.7,3.24,55.6,193.5,22.9,Very Poor
Bangalore,24-09-2023,86,372.1,70.7,8.2,20.3,180.4,154.4,Good
Bangalore,25-09-2023,437.2,217,86.5,8.41,20.3,111.4,372.7,Satisfactory
Bangalore,26-09-2023,288.9,313.4,106.4,2.77,85.5,98.6,77.4,Moderate
Bangalore,27-09-2023,135.2,309.7,26.1,3.74,95.2,5.6,194.5,Very Poor
Bangalore,28-09-2023,99.6,187.3,56.9,7.23,48.6,132.6,238.7,Moderate
Bangalore,29-09-2023,267.1,45.2,56.5,5.76,77.8,115.7,379.9,Severe
Bangalore,30-09-2023,101.5,271.3,105.2,6.57,10.3,2,268.9,Satisfactory
Bangalore,01-10-2023,225.2,307.1,15.4,9.06,8.3,29.5,152.1,Satisfactory
